Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20
,South Africa,-30.5595,22.9375,37,38,37,38,36,36,28,29,30,32,35,36,36,36,38,40,40,34,33,33,34,33,33,34,33,27,28,33,37,38,39,36,36,37,35,35,31,31,32,29,31,33,33,34,36,31,29,28,28,30,30,33,34,29,32,34,32,26,27,29,30,28,31,32,33,35,35,34,31,20,28,28,31,31,32,30,29,29,33,31,32,31,32,32,33,25
,Spain,40.0,-4.0,11,12,9,14,12,13,12,13,13,14,12,10,10,10,12,18,14,11,13,9,10,12,12,12,10,12,13,14,15,14,16,17,15,17,19,16,14,14,13,14,17,16,15,16,15,17,18,15,15,17,17,21,21,22,22,19,17,19,20,14,15,14,14,17,16,14,17,18,19,23,26,26,23,22,21,9,17,18,18,17,12,15,15,16,17,18
,Sri Lanka,7.0,81.0,27,27,28,28,28,27,27,25,27,27,26,24,25,26,26,27,26,27,28,26,24,23,25,25,25,26,27,28,28,27,27,27,27,26,26,25,26,26,28,28,26,26,24,23,25,28,27,27,27,27,27,25,25,23,27,28,28,28,28,28,28,29,30,30,30,27,27,28,29,30,31,30,30,30,29,29,26,28,29,30,31,31,31,30,30,30
,Sudan,12.8628,30.2176,33,35,31,29,27,29,32,30,28,26,27,28,30,33,36,36,33,30,28,29,28,28,26,27,28,29,30,31,31,31,30,30,31,32,32,32,35,36,34,31,29,27,30,31,34,35,35,34,33,33,31,32,34,33,30,29,31,35,37,35,34,35,37,37,38,39,38,39,40,40,42,39,31,32,35,36,37,36,35,36,37,37,38,39,41,41
,Suriname,3.9193,-56.0278,29,30,31,31,31,32,31,32,31,31,29,30,28,29,28,30,29,30,30,31,31,30,32,33,33,32,30,29,29,33,32,28,32,32,31,30,29,31,31,33,31,34,28,30,30,30,32,30,32,31,31,30,31,33,29,29,31,33,33,33,34,34,32,33,31,30,33,32,33,33,33,34,35,34,36,32,34,32,34,34,31,34,32,34,32,34
,Sweden,63.0,16.0,5,8,3,1,0,1,1,3,0,-3,3,1,0,1,2,1,2,1,3,8,3,2,4,2,0,5,2,0,0,0,0,2,3,-2,-4,3,-3,4,2,2,3,0,-1,-1,-2,2,5,4,4,0,0,3,3,3,1,-1,-3,-3,-1,0,-5,-5,-4,-1,-3,3,2,3,5,3,2,3,-1,0,5,2,6,6,4,1,2,4,5,8,10,6
,Switzerland,46.8182,8.2275,5,4,5,2,2,4,2,6,8,4,3,5,4,6,7,6,4,-2,-3,0,4,7,5,6,4,4,5,3,0,5,6,5,5,6,0,-2,2,4,4,4,5,0,1,2,3,8,7,7,1,0,6,3,9,8,11,5,-4,1,1,3,5,3,0,2,2,0,0,5,0,2,7,8,1,1,7,8,9,10,10,9,7,3,4,2,-1,4
,Taiwan*,23.7,121.0,19,19,20,20,21,22,20,22,20,20,19,19,18,18,19,19,18,18,18,18,20,22,22,22,20,18,17,11,14,13,14,15,15,17,14,18,19,19,19,18,18,17,21,23,23,24,19,15,15,17,18,19,20,21,22,23,22,22,21,22,22,21,21,19,15,19,22,23,23,19,18,20,23,14,15,18,21,21,20,21,23,24,24,21,23,23
,Tanzania,-6.369,34.8888,27,29,29,29,30,29,27,28,27,23,25,22,26,27,26,25,27,25,26,28,28,26,25,25,23,25,26,22,24,25,26,24,24,24,27,26,24,30,30,30,31,29,28,26,23,25,27,30,29,30,30,28,29,30,30,25,27,27,24,27,28,24,25,22,25,27,28,27,25,28,27,26,25,27,29,27,25,25,23,27,28,27,26,26,26,27
,Thailand,15.0,101.0,33,33,35,35,35,35,36,36,36,37,37,36,35,36,36,36,36,36,37,35,36,37,37,37,35,36,36,35,35,33,33,34,36,37,35,36,35,37,37,36,34,37,37,37,37,37,39,35,33,34,36,36,35,36,37,38,38,37,37,35,36,35,36,37,33,34,36,39,40,40,41,40,40,41,33,36,38,37,37,36,33,37,38,39,38,39
,Togo,8.6195,0.8248,34,32,31,33,34,34,34,35,36,36,33,33,36,34,36,36,35,34,34,34,35,35,35,34,34,35,35,35,37,36,36,35,35,35,35,35,35,36,37,37,36,36,35,35,36,37,37,37,37,37,37,37,38,38,38,37,38,37,37,39,38,35,35,35,36,35,36,35,34,35,33,37,35,32,37,36,37,36,35,34,34,34,32,28,32,34
,Trinidad and Tobago,10.6918,-61.2225,29,29,29,28,28,28,27,28,28,27,26,28,27,26,27,25,28,27,28,26,27,28,29,30,27,28,28,29,29,29,29,29,29,29,28,27,29,28,28,27,28,29,28,29,28,27,28,28,26,27,28,27,28,29,29,27,28,29,28,29,28,29,27,28,28,27,28,29,29,27,28,28,29,29,29,27,28,29,29,28,28,28,30,28,29,29
,Tunisia,34.0,9.0,16,17,17,17,17,19,17,17,18,17,15,16,18,19,18,19,18,19,18,20,21,20,21,22,23,23,21,21,22,23,23,23,23,25,26,19,19,18,20,22,24,24,24,22,25,23,22,21,22,23,21,21,22,21,24,26,27,23,26,27,29,28,22,26,26,27,20,21,22,20,21,26,28,28,26,23,20,21,21,22,24,24,23,20,14,18
,Turkey,38.9637,35.2433,4,4,5,1,2,5,7,7,2,2,4,6,4,7,7,8,4,3,1,0,0,0,3,-1,4,8,9,7,8,7,0,0,3,5,4,9,10,4,-4,-5,-5,-1,2,1,1,3,2,0,3,3,4,6,4,6,9,6,12,14,12,10,6,12,15,18,17,14,16,19,21,18,18,19,14,15,17,3,0,0,2,3,9,13,15,14,14,16
,Uganda,1.0,32.0,31,31,32,31,30,29,29,29,30,31,31,29,29,32,33,33,31,31,31,32,32,31,31,32,30,30,28,22,22,28,26,26,31,27,29,26,26,31,32,33,33,34,33,33,32,31,31,32,33,32,31,31,31,32,34,32,33,33,29,30,31,31,30,32,32,33,32,33,27,31,30,29,32,32,30,31,31,28,27,29,29,29,30,30,27,28
,Ukraine,48.3794,31.1656,2,1,2,4,3,0,0,0,0,1,6,3,6,5,5,4,4,2,2,0,4,5,2,4,6,4,5,6,5,4,5,7,10,5,5,2,1,-3,-2,0,4,7,4,4,7,7,7,8,9,9,8,6,6,9,5,8,13,9,7,7,9,8,15,19,16,17,14,12,18,14,13,16,14,10,4,8,9,12,17,14,9,6,4,4,9,13
,United Arab Emirates,24.0,54.0,29,26,30,31,30,23,23,25,28,24,20,17,21,21,21,22,24,27,27,26,23,28,27,20,22,18,20,22,23,24,23,26,25,22,22,24,25,27,30,31,25,21,18,20,22,24,26,30,31,31,33,25,27,31,32,36,28,23,24,26,30,30,25,24,25,27,29,31,25,27,28,29,31,32,33,32,32,34,33,32,32,32,24,25,27,28
Bermuda,United Kingdom,32.3078,-64.7505,21,21,18,20,21,22,18,19,20,18,18,20,21,21,21,21,20,16,15,19,20,17,18,18,20,21,20,19,18,17,16,16,19,20,20,20,20,20,21,20,19,19,22,21,21,21,18,19,19,20,21,21,22,16,16,17,18,21,21,19,19,15,16,18,21,22,21,17,15,18,19,20,21,21,21,21,18,19,20,21,21,21,21,20,22,21
Cayman Islands,United Kingdom,19.3133,-81.2546,28,29,29,29,29,28,26,27,27,28,28,28,29,28,28,28,28,28,28,28,28,27,22,24,26,26,26,27,27,28,28,28,28,27,26,28,28,28,28,29,28,28,28,28,29,29,28,28,28,29,29,28,28,26,27,28,28,28,28,26,25,26,27,28,29,29,28,27,26,26,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28
Channel Islands,United Kingdom,49.3723,-2.3644,10,11,11,10,9,11,12,12,12,9,11,11,11,13,10,12,9,9,8,9,8,8,8,7,10,10,9,9,10,12,12,11,12,11,9,9,9,11,10,13,10,8,9,10,11,12,13,9,10,10,10,10,11,11,11,9,8,10,11,8,9,8,9,10,10,8,11,10,10,11,11,9,9,10,11,9,10,10,11,9,9,9,10,11,10,10
Gibraltar,United Kingdom,36.1408,-5.3536,15,15,16,15,15,15,15,15,15,15,16,15,15,16,16,16,18,17,16,11,14,12,14,14,14,16,16,17,19,19,19,20,17,18,18,16,15,15,17,18,17,21,18,18,17,17,16,20,16,16,15,16,16,17,17,19,17,19,17,18,18,19,17,21,17,17,18,18,23,18,21,23,20,17,16,15,15,16,16,15,16,15,14,15,15,19
Isle of Man,United Kingdom,54.2361,-4.5481,7,9,5,7,9,8,11,5,4,6,10,4,5,3,6,8,3,4,6,6,8,9,7,7,6,6,5,4,6,9,9,7,7,5,6,7,7,6,7,8,4,4,3,4,7,8,5,5,4,6,5,7,5,5,8,3,4,4,8,3,4,4,5,3,3,4,8,6,7,7,6,5,5,7,6,6,8,5,6,6,6,6,8,9,9,9
Montserrat,United Kingdom,16.7425,-62.1874,25,25,25,25,25,25,24,25,25,25,25,24,24,24,24,24,24,24,23,24,24,24,24,25,24,24,24,25,24,24,25,25,25,25,25,25,24,25,25,25,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24,23,24,24,25,24,24,24,25,25,24,24,24,24,24,24,24,25,24,23,24,25,25,25,25,24,23,24,24,24
,United Kingdom,55.3781,-3.4360000000000004,5,8,3,6,7,7,10,3,1,3,9,4,5,3,4,7,3,4,3,4,6,8,6,6,5,4,3,2,5,8,9,6,5,3,7,5,6,6,6,8,2,1,2,2,5,7,3,4,3,5,4,6,2,3,2,2,2,2,5,2,3,2,5,5,6,4,6,5,5,6,4,3,4,5,5,6,7,5,6,7,7,8,8,9,11,12
,Uruguay,-32.5228,-55.7658,29,28,28,28,28,31,29,28,33,32,33,33,35,33,34,27,24,27,30,33,31,29,30,30,30,33,34,29,30,31,25,28,31,33,32,35,35,36,36,29,27,28,28,30,33,27,32,33,30,28,29,25,22,25,28,31,28,28,30,30,32,33,31,31,31,30,31,31,34,35,28,34,34,37,33,22,27,30,26,24,25,27,29,28,31,31
,US,37.0902,-95.7129,10,15,13,11,9,15,12,14,15,16,16,-2,6,11,13,12,2,4,6,3,2,6,1,7,4,8,12,12,4,3,6,9,14,22,22,2,0,3,8,10,13,8,8,3,-3,4,12,13,15,8,10,3,7,14,9,8,7,4,11,16,20,19,12,18,16,18,15,20,19,18,15,21,22,12,8,8,10,13,23,24,9,11,12,16,16,25
,Uzbekistan,41.3775,64.5853,8,8,7,4,3,3,0,2,3,7,6,2,1,2,3,1,3,5,5,4,2,0,8,8,1,2,2,3,5,7,9,14,15,4,9,13,9,16,20,14,5,3,2,5,10,4,5,5,2,5,11,11,9,11,14,21,14,7,10,14,18,19,11,13,11,9,3,6,11,13,15,17,19,21,24,24,23,22,22,22,18,17,18,18,14,15
,Venezuela,6.4238,-66.5897,30,30,29,29,29,30,30,30,30,29,29,29,30,30,29,30,28,31,30,30,31,31,31,32,32,32,31,31,31,33,32,31,32,32,31,33,32,31,32,31,31,32,30,31,31,28,33,33,33,32,33,33,31,32,31,31,33,33,32,32,32,32,33,33,35,34,32,33,31,32,33,33,31,29,30,31,33,33,31,30,32,32,32,31,32,33
,Vietnam,16.0,108.0,19,18,20,20,20,23,23,22,21,21,21,21,21,22,22,23,22,22,17,20,21,24,25,25,25,19,19,17,15,16,17,17,21,22,22,22,24,23,22,18,17,21,25,27,29,31,26,16,14,18,18,19,18,20,23,24,24,23,25,26,27,25,24,23,21,25,29,31,33,31,23,28,30,25,25,26,26,25,27,26,28,28,28,27,28,30
,Zambia,-15.4167,28.2833,27,28,26,28,25,27,25,27,24,26,23,24,23,24,23,23,23,23,25,26,22,26,28,27,28,29,30,26,27,24,21,25,26,27,27,26,25,24,25,24,26,26,25,24,23,25,26,25,27,26,26,27,28,28,23,22,25,27,29,26,26,24,24,21,22,24,24,25,26,27,27,27,25,27,26,24,24,25,25,25,24,24,25,27,27,28
,Zimbabwe,-20.0,30.0,32,33,34,35,35,36,33,32,33,31,25,26,28,27,25,25,28,29,27,18,23,27,30,30,31,34,34,28,32,31,28,30,31,31,30,31,28,29,26,29,25,21,22,26,29,29,25,30,30,30,32,33,33,31,18,24,28,31,31,20,22,24,20,24,25,25,23,25,28,29,31,29,30,31,32,29,22,25,29,30,30,30,29,29,33,34
Diamond Princess,Canada,0.0,0.0,30,29,29,29,29,29,28,29,29,30,29,29,29,30,29,29,29,29,28,29,29,29,29,29,29,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,29,29,30,30,30,30,30,29,30,30,29,30,30,29,30,30,30,30,30,30,30,30,30,30,29,28,30,30,30,30,30,30,30,29,30,30,30,29,30,30,30,29,30,30,30
,Dominica,15.415,-61.371,26,26,26,26,25,25,26,26,26,26,25,25,25,25,25,26,25,26,25,25,26,25,25,26,26,26,25,26,26,26,26,26,26,26,26,25,26,26,26,25,25,26,25,25,25,25,25,25,25,25,24,24,25,25,26,25,26,26,25,25,25,25,25,25,25,25,25,25,26,25,25,25,25,26,25,25,25,25,26,26,25,25,25,25,25,25
,Grenada,12.1165,-61.679,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,27,27,26,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,25,25,26,26,26,26,26,26,26,26,25,25,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,25,26,26,26,26
,Mozambique,-18.665695,35.529562,33,33,33,33,33,32,33,33,35,34,33,33,30,33,29,29,27,31,31,26,26,28,31,30,30,33,34,29,30,30,30,29,29,30,31,34,34,34,32,31,31,31,24,30,31,33,33,33,33,33,33,33,33,35,26,27,28,31,32,28,27,27,30,29,29,30,25,27,28,29,30,32,32,33,33,31,29,27,29,28,30,30,30,33,33,35
,Syria,34.802075,38.99681500000001,14,12,14,11,10,12,15,11,9,9,11,14,14,13,12,10,10,12,12,11,7,9,12,6,9,13,13,14,14,15,13,12,12,13,15,16,19,14,11,3,3,4,8,10,10,10,11,11,12,11,17,16,15,15,15,18,19,20,20,20,14,17,19,20,24,22,19,23,24,27,26,26,21,16,19,23,22,15,16,13,14,19,21,25,21,22
,Timor-Leste,-8.874217,125.727539,29,28,27,26,27,28,30,28,29,30,27,28,28,29,28,27,27,28,28,30,30,29,28,28,28,28,29,29,30,29,27,26,27,26,30,28,28,27,27,26,26,26,26,27,28,28,30,29,28,28,26,26,27,28,28,30,29,30,29,26,27,29,28,27,27,27,27,25,26,26,26,26,29,30,28,28,27,29,28,29,25,27,27,29,29,27
,Belize,13.1939,-59.5432,26,26,26,26,26,25,25,26,26,25,26,24,25,25,26,25,26,26,25,25,26,26,24,25,26,26,25,26,26,26,26,26,26,26,26,25,26,26,26,26,26,25,25,26,25,25,25,26,26,25,25,25,25,26,26,26,26,26,25,25,25,24,25,26,26,26,25,26,26,26,25,26,26,25,24,25,25,26,26,26,25,25,25,26,26,26
Recovered,Canada,0.0,0.0,30,29,29,29,29,29,28,29,29,30,29,29,29,30,29,29,29,29,28,29,29,29,29,29,29,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,29,29,30,30,30,30,30,29,30,30,29,30,30,29,30,30,30,30,30,30,30,30,30,30,29,28,30,30,30,30,30,30,30,29,30,30,30,29,30,30,30,29,30,30,30
,Laos,19.85627,102.495496,27,28,29,28,28,29,29,29,29,30,29,28,29,29,29,30,29,29,29,29,29,30,31,30,29,27,26,26,26,25,24,27,29,29,28,24,28,30,29,28,29,30,29,32,31,33,34,27,26,28,29,29,28,30,29,32,31,31,32,31,32,32,31,26,26,30,31,34,34,35,34,35,37,36,32,33,32,34,33,33,32,34,31,32,30,33
,Libya,26.3351,17.228331,11,16,17,17,17,17,15,16,17,17,18,19,20,15,15,18,18,18,18,19,18,18,19,20,22,25,28,24,23,25,24,25,25,23,22,25,19,17,18,19,21,24,27,26,26,26,21,18,18,21,21,22,21,19,20,23,26,28,25,24,26,27,31,27,25,28,30,31,23,24,14,19,23,27,28,29,28,27,30,29,30,32,32,28,30,28
,West Bank and Gaza,31.9522,35.2332,12,10,10,7,8,12,11,7,6,7,10,11,11,12,15,17,12,10,8,8,6,7,8,6,8,11,13,13,11,12,10,10,11,12,12,15,17,8,6,5,4,8,13,15,15,17,12,13,15,11,11,13,10,12,12,10,13,16,19,12,11,13,18,22,23,12,14,20,23,18,22,23,11,12,16,18,12,9,9,8,8,13,18,18,16,20
,Guinea-Bissau,11.8037,-15.1804,36,36,36,35,35,34,34,35,35,36,37,37,37,37,37,37,37,37,37,37,36,37,37,39,37,39,39,36,36,37,40,38,34,35,39,38,37,38,39,39,38,38,38,39,38,38,36,38,38,37,38,38,38,38,41,37,41,39,38,39,40,40,39,40,40,38,37,37,37,37,38,41,41,41,40,40,39,38,37,39,41,40,38,37,37,38
,Mali,17.570692,-3.996166000000001,26,24,23,25,26,26,27,28,29,27,27,25,23,24,26,29,28,29,29,30,33,33,32,32,32,34,32,34,34,34,34,34,33,32,33,33,32,32,32,32,31,26,33,33,33,34,35,35,34,35,35,36,37,37,35,33,33,34,34,35,36,36,37,37,37,37,37,38,36,33,33,35,35,37,38,37,36,37,38,36,36,36,37,34,32,33
,Saint Kitts and Nevis,17.357822,-62.782998,24,24,24,24,23,24,23,24,24,24,24,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23,23,23,23,24,24,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23,23,22,23
Northwest Territories,Canada,64.8255,-124.8457,-21,-24,-19,-20,-25,-29,-33,-37,-33,-33,-22,-21,-28,-31,-31,-23,-21,-25,-23,-24,-25,-24,-21,-16,-19,-21,-26,-27,-29,-25,-29,-26,-29,-27,-24,-21,-20,-17,-18,-16,-11,-10,-21,-24,-24,-28,-30,-31,-22,-14,0,-3,-9,-11,-13,-14,-14,-16,-20,-20,-20,-16,-18,-21,-23,-21,-19,-17,-11,-13,-15,-19,-16,-11,-4,-5,-10,-3,-3,0,2,1,-1,-10,-3,0
Yukon,Canada,64.2823,-135.0,-13,-9,-17,-19,-26,-27,-28,-30,-31,-35,-30,-30,-32,-32,-31,-29,-29,-31,-25,-22,-19,-16,-16,-12,-19,-28,-19,-16,-13,-14,-14,-16,-21,-29,-24,-18,-13,-11,-11,-12,-10,-12,-20,-14,-29,-26,-26,-26,-27,-17,-5,-9,-7,-5,-8,-14,-16,-12,-16,-17,-21,-13,-10,-17,-19,-20,-21,-16,-11,-6,-15,-19,-17,-15,-9,-5,-3,-4,-2,-2,0,-2,-2,-8,-1,0
,Kosovo,42.602636,20.902977,4,2,4,5,3,1,2,2,3,6,6,3,5,5,4,5,3,3,2,2,1,3,3,4,5,8,6,10,6,7,10,13,15,14,13,3,1,5,7,8,9,13,10,11,7,9,13,14,17,13,6,10,8,13,14,17,15,5,7,9,14,16,17,7,12,13,12,6,10,10,14,21,22,14,8,13,18,15,18,21,21,10,2,4,4,9
